Catalyst,Hydrothermal synthesis time (min),Energy Band gap (Eg) eV,C (At%),O (At%),Fe (At%),Al (At%),Ni (At%),Mo (At%),S (At%),Bi,Ag,Pd,Pt,Surface area (m2/g),Pore volume (cm3/g),Pore size (nm),volume (L),loading (g),Catalyst_loading_mg,Light intensity (watt),Light source distance (cm),Time (m),Dye,Dye concentration (mg/L),Solution pH,Ci,HA (mg/L),Anions,log_Kw,hydrogen_bonding_acceptor_count,hydrogen_bonding_donor_count,solubility (g/L),molecular_wt (g/mol),Cf,Efficiency
1 wt% Pt-BFO,960,2.35,0,26.52,17.27,0,0,0,0,55.2,0,0,1.01,17.8,0.0035,1.87,0.1,0.1,100,105,12,240,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,1.37,86.3
1 wt% Pt-BFO,960,2.35,0,26.52,17.27,0,0,0,0,55.2,0,0,1.01,17.8,0.0035,1.87,0.1,0.1,100,105,12,270,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,0.6,94
1 wt% Pt-BFO,960,2.35,0,26.52,17.27,0,0,0,0,55.2,0,0,1.01,17.8,0.0035,1.87,0.1,0.1,100,105,12,0,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,10,0
1 wt% Pt-BFO,960,2.35,0,26.52,17.27,0,0,0,0,55.2,0,0,1.01,17.8,0.0035,1.87,0.1,0.1,100,105,12,30,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,8.88,11.2
1 wt% Pt-BFO,960,2.35,0,26.52,17.27,0,0,0,0,55.2,0,0,1.01,17.8,0.0035,1.87,0.1,0.1,100,105,12,60,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,7.55,24.5
1 wt% Pt-BFO,960,2.35,0,26.52,17.27,0,0,0,0,55.2,0,0,1.01,17.8,0.0035,1.87,0.1,0.1,100,105,12,90,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,6.57,34.3
1 wt% Pt-BFO,960,2.35,0,26.52,17.27,0,0,0,0,55.2,0,0,1.01,17.8,0.0035,1.87,0.1,0.1,100,105,12,120,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,5.31,46.9
1 wt% Pt-BFO,960,2.35,0,26.52,17.27,0,0,0,0,55.2,0,0,1.01,17.8,0.0035,1.87,0.1,0.1,100,105,12,150,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,4.08,59.2
1 wt% Pt-BFO,960,2.35,0,26.52,17.27,0,0,0,0,55.2,0,0,1.01,17.8,0.0035,1.87,0.1,0.1,100,105,12,180,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,3.15,68.5
1 wt% Pt-BFO,960,2.35,0,26.52,17.27,0,0,0,0,55.2,0,0,1.01,17.8,0.0035,1.87,0.1,0.1,100,105,12,210,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,2.26,77.4
1 wt% Pt-BFO,960,2.35,0,26.52,17.27,0,0,0,0,55.2,0,0,1.01,17.8,0.0035,1.87,0.1,0.1,100,105,12,240,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,1.34,86.6
1 wt% Pt-BFO,960,2.35,0,26.52,17.27,0,0,0,0,55.2,0,0,1.01,17.8,0.0035,1.87,0.1,0.1,100,105,12,270,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,0.65,93.5
1 wt% Pt-BFO,960,2.35,0,26.52,17.27,0,0,0,0,55.2,0,0,1.01,17.8,0.0035,1.87,0.1,0.1,100,105,12,0,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,10,0
1 wt% Pt-BFO,960,2.35,0,26.52,17.27,0,0,0,0,55.2,0,0,1.01,17.8,0.0035,1.87,0.1,0.1,100,105,12,30,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,8.9,11
1 wt% Pt-BFO,960,2.35,0,26.52,17.27,0,0,0,0,55.2,0,0,1.01,17.8,0.0035,1.87,0.1,0.1,100,105,12,60,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,7.6,24
1 wt% Pt-BFO,960,2.35,0,26.52,17.27,0,0,0,0,55.2,0,0,1.01,17.8,0.0035,1.87,0.1,0.1,100,105,12,90,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,6.55,34.5
1 wt% Pt-BFO,960,2.35,0,26.52,17.27,0,0,0,0,55.2,0,0,1.01,17.8,0.0035,1.87,0.1,0.1,100,105,12,120,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,5.28,47.2
1 wt% Pt-BFO,960,2.35,0,26.52,17.27,0,0,0,0,55.2,0,0,1.01,17.8,0.0035,1.87,0.1,0.1,100,105,12,150,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,4.06,59.4
1 wt% Pt-BFO,960,2.35,0,26.52,17.27,0,0,0,0,55.2,0,0,1.01,17.8,0.0035,1.87,0.1,0.1,100,105,12,180,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,3.17,68.3
1 wt% Pt-BFO,960,2.35,0,26.52,17.27,0,0,0,0,55.2,0,0,1.01,17.8,0.0035,1.87,0.1,0.1,100,105,12,210,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,2.38,76.2
1 wt% Pt-BFO,960,2.35,0,26.52,17.27,0,0,0,0,55.2,0,0,1.01,17.8,0.0035,1.87,0.1,0.1,100,105,12,240,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,1.44,85.6
1 wt% Pt-BFO,960,2.35,0,26.52,17.27,0,0,0,0,55.2,0,0,1.01,17.8,0.0035,1.87,0.1,0.1,100,105,12,270,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,0.68,93.2
2 wt% Pt-BFO,960,2.3,0,26.1,17,0,0,0,0,54.9,0,0,2,16.4,0.0034,1.81,0.1,0.1,100,105,12,0,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,10,0
2 wt% Pt-BFO,960,2.3,0,26.1,17,0,0,0,0,54.9,0,0,2,16.4,0.0034,1.81,0.1,0.1,100,105,12,30,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,8.57,14.3
2 wt% Pt-BFO,960,2.3,0,26.1,17,0,0,0,0,54.9,0,0,2,16.4,0.0034,1.81,0.1,0.1,100,105,12,60,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,7.62,23.8
2 wt% Pt-BFO,960,2.3,0,26.1,17,0,0,0,0,54.9,0,0,2,16.4,0.0034,1.81,0.1,0.1,100,105,12,90,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,6.71,32.9
2 wt% Pt-BFO,960,2.3,0,26.1,17,0,0,0,0,54.9,0,0,2,16.4,0.0034,1.81,0.1,0.1,100,105,12,120,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,5.52,44.8
2 wt% Pt-BFO,960,2.3,0,26.1,17,0,0,0,0,54.9,0,0,2,16.4,0.0034,1.81,0.1,0.1,100,105,12,150,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,4.37,56.3
2 wt% Pt-BFO,960,2.3,0,26.1,17,0,0,0,0,54.9,0,0,2,16.4,0.0034,1.81,0.1,0.1,100,105,12,180,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,3.44,65.6
2 wt% Pt-BFO,960,2.3,0,26.1,17,0,0,0,0,54.9,0,0,2,16.4,0.0034,1.81,0.1,0.1,100,105,12,210,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,2.49,75.1
2 wt% Pt-BFO,960,2.3,0,26.1,17,0,0,0,0,54.9,0,0,2,16.4,0.0034,1.81,0.1,0.1,100,105,12,240,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,1.51,84.9
2 wt% Pt-BFO,960,2.3,0,26.1,17,0,0,0,0,54.9,0,0,2,16.4,0.0034,1.81,0.1,0.1,100,105,12,270,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,0.69,93.1
2 wt% Pt-BFO,960,2.3,0,26.1,17,0,0,0,0,54.9,0,0,2,16.4,0.0034,1.81,0.1,0.1,100,105,12,0,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,10,0
2 wt% Pt-BFO,960,2.3,0,26.1,17,0,0,0,0,54.9,0,0,2,16.4,0.0034,1.81,0.1,0.1,100,105,12,30,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,8.51,14.9
2 wt% Pt-BFO,960,2.3,0,26.1,17,0,0,0,0,54.9,0,0,2,16.4,0.0034,1.81,0.1,0.1,100,105,12,60,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,7.53,24.7
2 wt% Pt-BFO,960,2.3,0,26.1,17,0,0,0,0,54.9,0,0,2,16.4,0.0034,1.81,0.1,0.1,100,105,12,90,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,6.63,33.7
2 wt% Pt-BFO,960,2.3,0,26.1,17,0,0,0,0,54.9,0,0,2,16.4,0.0034,1.81,0.1,0.1,100,105,12,120,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,5.44,45.6
2 wt% Pt-BFO,960,2.3,0,26.1,17,0,0,0,0,54.9,0,0,2,16.4,0.0034,1.81,0.1,0.1,100,105,12,150,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,4.32,56.8
2 wt% Pt-BFO,960,2.3,0,26.1,17,0,0,0,0,54.9,0,0,2,16.4,0.0034,1.81,0.1,0.1,100,105,12,180,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,3.36,66.4
2 wt% Pt-BFO,960,2.3,0,26.1,17,0,0,0,0,54.9,0,0,2,16.4,0.0034,1.81,0.1,0.1,100,105,12,210,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,2.42,75.8
2 wt% Pt-BFO,960,2.3,0,26.1,17,0,0,0,0,54.9,0,0,2,16.4,0.0034,1.81,0.1,0.1,100,105,12,240,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,1.47,85.3
2 wt% Pt-BFO,960,2.3,0,26.1,17,0,0,0,0,54.9,0,0,2,16.4,0.0034,1.81,0.1,0.1,100,105,12,270,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,0.64,93.6
2 wt% Pt-BFO,960,2.3,0,26.1,17,0,0,0,0,54.9,0,0,2,16.4,0.0034,1.81,0.1,0.1,100,105,12,0,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,10,0
2 wt% Pt-BFO,960,2.3,0,26.1,17,0,0,0,0,54.9,0,0,2,16.4,0.0034,1.81,0.1,0.1,100,105,12,30,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,8.54,14.6
2 wt% Pt-BFO,960,2.3,0,26.1,17,0,0,0,0,54.9,0,0,2,16.4,0.0034,1.81,0.1,0.1,100,105,12,60,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,7.57,24.3
2 wt% Pt-BFO,960,2.3,0,26.1,17,0,0,0,0,54.9,0,0,2,16.4,0.0034,1.81,0.1,0.1,100,105,12,90,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,6.67,33.3
2 wt% Pt-BFO,960,2.3,0,26.1,17,0,0,0,0,54.9,0,0,2,16.4,0.0034,1.81,0.1,0.1,100,105,12,120,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,5.48,45.2
2 wt% Pt-BFO,960,2.3,0,26.1,17,0,0,0,0,54.9,0,0,2,16.4,0.0034,1.81,0.1,0.1,100,105,12,150,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,4.34,56.6
2 wt% Pt-BFO,960,2.3,0,26.1,17,0,0,0,0,54.9,0,0,2,16.4,0.0034,1.81,0.1,0.1,100,105,12,180,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,3.4,66
2 wt% Pt-BFO,960,2.3,0,26.1,17,0,0,0,0,54.9,0,0,2,16.4,0.0034,1.81,0.1,0.1,100,105,12,210,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,2.45,75.5
2 wt% Pt-BFO,960,2.3,0,26.1,17,0,0,0,0,54.9,0,0,2,16.4,0.0034,1.81,0.1,0.1,100,105,12,240,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,1.49,85.1
2 wt% Pt-BFO,960,2.3,0,26.1,17,0,0,0,0,54.9,0,0,2,16.4,0.0034,1.81,0.1,0.1,100,105,12,270,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,0.66,93.4
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,0,12,0,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,10,0
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,0,12,30,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,8.55,14.5
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,0,12,60,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,8.43,15.7
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,0,12,90,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,8.38,16.2
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,0,12,120,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,8.34,16.6
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,0,12,150,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,8.31,16.9
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,0,12,180,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,8.26,17.4
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,0,12,210,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,8.22,17.8
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,0,12,240,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,8.2,18
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,0,12,270,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,8.17,18.3
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,0,12,0,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,10,0
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,0,12,30,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,8.5,15
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,0,12,60,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,8.41,15.9
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,0,12,90,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,8.35,16.5
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,0,12,120,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,8.3,17
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,0,12,150,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,8.26,17.4
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,0,12,180,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,8.22,17.8
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,0,12,210,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,8.19,18.1
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,0,12,240,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,8.14,18.6
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,0,12,270,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,8.11,18.9
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,0,12,0,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,10,0
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,0,12,30,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,8.47,15.3
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,0,12,60,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,8.39,16.1
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,0,12,90,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,8.3,17
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,0,12,120,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,8.24,17.6
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,0,12,150,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,8.17,18.3
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,0,12,180,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,8.14,18.6
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,0,12,210,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,8.1,19
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,0,12,240,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,8.06,19.4
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,0,12,270,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,8.05,19.5
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,25,12,0,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,10,0
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,25,12,30,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,9.03,9.7
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,25,12,60,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,8.42,15.8
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,25,12,90,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,7.73,22.7
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,25,12,120,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,7.24,27.6
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,25,12,150,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,6.6,34
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,25,12,180,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,5.97,40.3
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,25,12,210,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,5.39,46.1
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,25,12,240,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,4.93,50.7
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,25,12,270,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,4.5,55
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,25,12,0,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,10,0
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,25,12,30,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,9.08,9.2
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,25,12,60,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,8.47,15.3
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,25,12,90,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,7.78,22.2
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,25,12,120,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,7.29,27.1
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,25,12,150,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,6.65,33.5
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,25,12,180,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,6.01,39.9
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,25,12,210,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,5.43,45.7
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,25,12,240,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,4.98,50.2
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,25,12,270,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,4.54,54.6
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,25,12,0,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,10,0
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,25,12,30,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,9.05,9.5
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,25,12,60,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,8.45,15.5
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,25,12,90,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,7.75,22.5
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,25,12,120,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,7.28,27.2
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,25,12,150,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,6.6,34
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,25,12,180,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,5.95,40.5
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,25,12,210,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,5.4,46
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,25,12,240,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,4.96,50.4
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,25,12,270,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,4.48,55.2
2 wt% Pd-BFO,960,2.1,0,26.1,16.99,0,0,0,0,54.9,0,2.01,0,22.9,0.0046,2.67,0.1,0.1,100,55,12,0,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,10,0
