Catalyst,Hydrothermal synthesis time (min),Energy Band gap (Eg) eV,C (At%),O (At%),Fe (At%),Al (At%),Ni (At%),Mo (At%),S (At%),Bi,Ag,Pd,Pt,Surface area (m2/g),Pore volume (cm3/g),Pore size (nm),volume (L),loading (g),Catalyst_loading_mg,Light intensity (watt),Light source distance (cm),Time (m),Dye,Dye concentration (mg/L),Solution pH,Ci,HA (mg/L),Anions,log_Kw,hydrogen_bonding_acceptor_count,hydrogen_bonding_donor_count,solubility (g/L),molecular_wt (g/mol),Cf,Efficiency
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,30,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,9.990804598,47.51207729
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,40,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,9.033765517,52.54
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,40,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,8.63045977,54.65881643
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,40,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,9.29983908,51.14214976
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,50,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,8.456748768,55.57142857
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,50,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,8.860229885,53.45169082
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,50,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,8.63108046,54.65555556
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,60,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,7.722561576,59.42857143
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,60,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,7.391724138,61.16666667
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,60,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,7.12308046,62.57801932
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,80,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,6.825221675,64.14285714
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,80,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,6.562321839,65.52403382
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,80,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,6.331747126,66.73538647
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,100,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,5.8191133,69.42857143
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,100,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,6.173457701,67.56697947
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,100,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,5.635986207,70.39065217
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,120,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,5.356847291,71.85714286
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,120,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,5.635977011,70.39070048
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,120,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,5.84262069,69.30507246
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,150,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,4.785812808,74.85714286
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,150,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,4.885977011,74.33091787
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,150,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,5.092992709,73.2433354
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,180,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,3.33543514,82.47688061
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,180,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,3.665871264,80.74089372
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,180,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,3.447941379,81.88581522
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,210,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,2.654344828,86.05507246
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,210,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,2.787448276,85.3557971
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,210,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,2.425572414,87.25695652
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,35,9,210,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,6.28137931,67
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,35,9,210,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,5.941471264,68.78574879
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,35,9,210,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,6.084,68.03695652
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,70,9,210,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,4.948965517,74
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,70,9,210,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,5.183103448,72.76992754
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,70,9,210,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,5.412643678,71.56400966
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,210,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,2.474482759,87
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,210,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,2.638022989,86.14082126
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,210,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,2.882758621,84.85507246
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,210,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,2.474482759,87
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,210,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,2.495172414,86.89130435
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,210,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,2.52308046,86.74468599
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,16,210,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,2.322206897,87.8
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,16,210,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,2.372413793,87.53623188
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,16,210,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,2.344827586,87.68115942
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,23,210,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,2.798068966,85.3
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,23,210,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,3.069885057,83.87198068
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,23,210,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,2.982850575,84.32922705
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.01,5,105,9,150,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,7.233103448,62
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.01,5,105,9,150,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,7.112643678,62.63285024
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.01,5,105,9,150,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,7.392045977,61.16497585
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.01,10,105,9,150,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,5.710344828,70
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.01,10,105,9,150,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,5.752965517,69.77608696
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.01,10,105,9,150,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,6.205645977,67.3978744
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,15,105,9,150,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,4.187586207,78
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,15,105,9,150,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,3.644597701,80.852657
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,15,105,9,150,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,3.786206897,80.10869565
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,150,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,3.235862069,83
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,150,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,3.552643678,81.33574879
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,150,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,3.356321839,82.36714976
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.03,30,105,9,150,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,1.904689655,89.99347826
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.03,30,105,9,150,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,1.874482759,90.15217391
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.03,30,105,9,150,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,2.072183908,89.11352657
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.04,40,105,9,150,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,0.951724138,95
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.04,40,105,9,150,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,0.784827586,95.87681159
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.04,40,105,9,150,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,0.583908046,96.93236715
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.05,50,105,9,150,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,0.951724138,95
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.05,50,105,9,150,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,1.250574713,93.42995169
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.05,50,105,9,150,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,1.011494253,94.68599034
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,150,Indigo,10,11,19.03448276,0,0,3.0606,9,2,10,466.36,0.951724138,95
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,150,Indigo,10,11,19.03448276,0,0,3.0606,9,2,10,466.36,0.793103448,95.83333333
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,150,Indigo,10,11,19.03448276,0,0,3.0606,9,2,10,466.36,0.585149425,96.92584541
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,150,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,2.505747126,86.83574879
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,150,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,2.54216092,86.64444444
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,150,Indigo,20,11,19.03448276,0,0,3.0606,9,2,10,466.36,2.474482759,87
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,150,Indigo,30,11,19.03448276,0,0,3.0606,9,2,10,466.36,3.426206897,82
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,150,Indigo,30,11,19.03448276,0,0,3.0606,9,2,10,466.36,3.206896552,83.15217391
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,150,Indigo,30,11,19.03448276,0,0,3.0606,9,2,10,466.36,3.460827586,81.81811594
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,150,Indigo,40,11,19.03448276,0,0,3.0606,9,2,10,466.36,4.75862069,75
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,150,Indigo,40,11,19.03448276,0,0,3.0606,9,2,10,466.36,5.055172414,73.44202899
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,150,Indigo,40,11,19.03448276,0,0,3.0606,9,2,10,466.36,4.551724138,76.08695652
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,150,Indigo,50,11,19.03448276,0,0,3.0606,9,2,10,466.36,8.755862069,54
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,150,Indigo,50,11,19.03448276,0,0,3.0606,9,2,10,466.36,8.7,54.29347826
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,150,Indigo,50,11,19.03448276,0,0,3.0606,9,2,10,466.36,9.16445977,51.85338164
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,150,Indigo,60,11,19.03448276,0,0,3.0606,9,2,10,466.36,12.56413793,33.99275362
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,150,Indigo,60,11,19.03448276,0,0,3.0606,9,2,10,466.36,12.74804598,33.02657005
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,150,Indigo,60,11,19.03448276,0,0,3.0606,9,2,10,466.36,12.98551724,31.77898551
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,150,Indigo,80,11,19.03448276,0,0,3.0606,9,2,10,466.36,14.65655172,23
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,150,Indigo,80,11,19.03448276,0,0,3.0606,9,2,10,466.36,14.83678161,22.0531401
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,150,Indigo,80,11,19.03448276,0,0,3.0606,9,2,10,466.36,14.60804598,23.25483092
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,150,Indigo,100,11,19.03448276,0,0,3.0606,9,2,10,466.36,16.17931034,15
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,150,Indigo,100,11,19.03448276,0,0,3.0606,9,2,10,466.36,16.49517241,13.34057971
LM2,1320,2.66,14.52,33,9.03,10.08,13.13,3,17.24,0,0,0,0,19.54,0.0956,18.98,0.02,0.02,20,105,9,150,Indigo,100,11,19.03448276,0,0,3.0606,9,2,10,466.36,16.0354023,15.75603865
no catalyst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,105,12,0,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,10,0
no catalyst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,105,12,30,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,9.98,0.2
no catalyst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,105,12,60,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,9.96,0.4
no catalyst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,105,12,90,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,9.94,0.6
no catalyst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,105,12,120,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,9.87,1.3
no catalyst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,105,12,150,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,9.83,1.7
no catalyst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,105,12,180,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,9.82,1.8
no catalyst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,105,12,210,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,9.82,1.8
no catalyst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,105,12,240,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,9.81,1.9
no catalyst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,105,12,270,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,9.8,2
no catalyst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,105,12,0,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,10,0
no catalyst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,105,12,30,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,9.97,0.3
no catalyst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,105,12,60,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,9.95,0.5
no catalyst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,105,12,90,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,9.91,0.9
no catalyst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,105,12,120,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,9.88,1.2
no catalyst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,105,12,150,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,9.85,1.5
no catalyst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,105,12,180,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,9.81,1.9
no catalyst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,105,12,210,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,9.79,2.1
no catalyst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,105,12,240,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,9.79,2.1
no catalyst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,105,12,270,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,9.78,2.2
no catalyst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,105,12,0,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,10,0
no catalyst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,105,12,30,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,9.97,0.3
no catalyst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,105,12,60,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,9.91,0.9
no catalyst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,105,12,90,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,9.88,1.2
no catalyst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,105,12,120,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,9.87,1.3
no catalyst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,105,12,150,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,9.85,1.5
no catalyst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,105,12,180,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,9.83,1.7
no catalyst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,105,12,210,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,9.8,2
no catalyst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,105,12,240,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,9.79,2.1
no catalyst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,105,12,270,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,9.78,2.2
pure BFO,720,2.6,0,31.6,13.1,0,0,0,0,55.3,0,0,0,11.2,0.0028,1.15,0.1,0.1,100,105,12,0,Melachite Green,10,5.45,10,0,without Anion,1.3976,2,0,40,364.911,10,0
